stove_details_name,details_manu,details_web,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,stove_feed_min,stove_feed_max,stove_feed_average,stove_price_min,stove_price_max,stove_price_average,iso_co_sd_min,iso_co_sd_max,iso_co_sd_average,iso_pm_sd_min,iso_pm_sd_max,iso_pm_sd_average,iso_eff_char_sd_min,iso_eff_char_sd_max,iso_eff_char_sd_average,iwa_co_sd_min,iwa_co_sd_max,iwa_co_sd_average,iwa_pm_sd_min,iwa_pm_sd_max,iwa_pm_sd_average,iwa_co_low_sd_min,iwa_co_low_sd_max,iwa_co_low_sd_average,iwa_pm_low_sd_min,iwa_pm_low_sd_max,iwa_pm_low_sd_average,iwa_eff_sd_min,iwa_eff_sd_max,iwa_eff_sd_average
ANOMENA Improved LPG Cookstove,ANOMENA Ventures,,,,,,,5.0,Both,10.0,4.0-12.0,"Kenkey, fufu, rice balls, soups, Ampesi, banku. Maize porridge, Meat etc.",200.0-500.0,450.0/450.0/450.0,6.0,"m/s- mild steel, hack saw, shears, angle iron, 2.5mm plate m/s",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,12.0,8.0,200.0,500.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,
Air Blower CCS 922A,Sukuni Renewables Company,http://www.sukuni.gnbo.com.ng/,,,,,,,Both,,,"rice, boiled tomatoes, beans, meat, water, yam porridge, potato porridge and more",12.0-20.0,480.0/300.0/420.0,2.6,"recycled steel sheets, locally made ceramic pots, nails, nuts, wires, springs, paint, electric motor, metal working tools including; hammers, cutters, filers, furnace, hand drill",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,12.0,20.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
Dos por Tres (2x3),Proyecto Mirador LLC,http://www.proyectomirador.org/,,,,,,7.0,Flat,,4.0-12.0,"Maiz (corn), Beans, Rice",,1150.0/560.0/360.0,125.0,"Precision manufactured parts supplied by Proyecto Mirador: Steel plancha (cooktop), custom ceramic tiles for firebox, chimney. Tools used for assembly: shovel, cement trowel, level. Materials supplied by beneficiaries: adobe blocks, mud bricks, cement, sand, steel rebar, wood ash, powdered milk can, water.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecocina,StoveTeam International,http://www.stoveteam.org/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSIR 2 pot fixed,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNSFE,Rishi Trading Co.,,,,,,,10.0,Both,20.0,5.0-20.0,,28.0-35.0,257.0/206.0/294.0,3.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,20.0,12.5,28.0,35.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Surjo Chula,Rahimafrooz Renewable Energy Ltd.,http://www.rahimafrooz.com/OurBusinesses/Companies/RahimafroozRenewableEnergyLtd/tabid/91/Default.aspx,,,,,,8.0,Both,50.0,1.0-7.0,All kind of traditional foods,nan-35.62,nan/nan/361.0,3.174,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,7.0,4.0,,35.62,35.62,,,,,,,,,,,,,,,,,,,,,,,,
North Vietnam Traditional Stove,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Man,Rural World Resources International,http://rwri.webs.com/,,,,,,10.0,Both,30.0,4.0-50.0,all,80.0-180.0,300.0/300.0/400.0,,"scrap gas tanks, steel sheet, angle iron, iron rods",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,50.0,27.0,80.0,180.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Lorena with Air Bypass (Two-Pot),Locally manufactured,,,,,,,2.0,,,,,,,,Construction manual: http://www.aprovecho.org/lab/rad/rl/stove-design/doc/21/raw,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,4.5 - 7.5,2,2007.0,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.5,6.0
Turbo Pro,Burn Manufacturing,http://www.burnmanufacturing.com/,,,,,,2.0,Both,50.0,40.0-150.0,"Ugali, Rice, Githeri, Vegetables, Chapati, Lentils, Beans, Tea etc.",nan-150.0,555.0/500.0/550.0,12.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,40.0,150.0,95.0,,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Stove,African Christians Organization Network,http://aconetwork.weebly.com/,,,,,,3.0,Both,5.0,7.0-12.0,"Ugali,beans and maize mixture,tea, porrage,rice potatoes,vegetables,arrow roots,and other all sorts of food",15.0-23.0,120.0/90.0/290.0,10.0,Materials include grass and mud Tools include banana stem,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,12.0,9.5,15.0,23.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
Square John,Rural World Resources International,http://rwri.webs.com/,,,,,,10.0,Both,20.0,7.0-12.0,"cereals, roots, grain, vegetables, legumes",30.0-50.0,340.0/340.0/400.0,7.0,"sheet steel, Portland cement, sand and grog.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,12.0,9.5,30.0,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
Eco-Kalan-Std,Eco-Kalan Project,http://www.eco-kalan.com,,,,,,7.0,Both,17.5,7.0-12.0,"rice, cornmeal, noodles, bananas, root crops (potatoes, cassava, ube, gabi, bisol etc), beans, peas, all types of legumes & vegetables, fish, meats,",8.1,324.0/292.0/254.0,12.0,"wood ash, water, bowl and a pair of hands.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,7.0,12.0,9.5,8.1,,8.1,,,,,,,,,,,,,,,,,,,,,,,,
StoveTec 1 Door,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,273.0/273.0/286.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTI Vivek,Appropriate Rural Technology Institute (ARTI),http://www.arti-india.org/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Lorena with Shelf (Two-Pot),Locally manufactured,,,,,,,2.0,,,,,,,,Construction manual: http://www.aprovecho.org/lab/rad/rl/stove-design/doc/21/raw,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BioLite CampStove,BioLite LLC,http://www.biolitestove.com/,,,,,,,Both,3.0,,"With optional Portable Grill and multi-functional KettlePot accessories, the BioLite CampStove is a compact but highly versatile cookstove that has been used to cook tens of thousands of meals in over 70 countries.",129.95-129.95,178.0/152.0/220.0,0.94,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,129.95,129.95,129.95,,,,,,,,,,,,,,,,,,,,,,,,
Turbo,Burn Manufacturing,http://www.burnmanufacturing.com/,,,,,,3.0,Both,10.0,1.0-12.0,"ugali, rice, githeri, veggies, chapati, lentils, beans, tea, etc.",nan-60.0,282.0/282.0/321.0,4.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,
Harsha,Unicus Engineering Pvt. Ltd,http://www.unicusindia.com/,,,,,,,Both,,,,,,,,,,0,,,,,0,,,,,0,,,11.1,11.1 - 11.1,1,2002.0,Wood,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,11.1,11.1,11.1,,,,,,,,,,,,
Traditional Kenyan Stove,,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkawasi-UK,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkawasi-Sujta,,,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanCook Aluminum Two-Burner (A2),Dometic (Pty) Ltd.,http://www.dometic.com/enie/International/Site/CleanCook-Alcohol-Fueled-Stoves/CleanCook-product-range/,,,,,,6.0,Both,10.0,5.0-5.0,All types cooked in a pot or frying pan,,595.0/325.0/140.0,4.5,"Riveting tool, screwdriver, wrench",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiqi Stove,Enshi Zhiqi Bioenergy Technology Development Co. Ltd.,,,,,,,,,,,,105.0-150.0,750.0/750.0/440.0,43.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,105.0,150.0,127.5,,,,,,,,,,,,,,,,,,,,,,,,
Tara,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huifeng Stove,Anshun Huifeng Energy Saving Stove Company Ltd,,,,,,,,,,,,115.0-150.0,650.0/650.0/420.0,40.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,115.0,150.0,132.5,,,,,,,,,,,,,,,,,,,,,,,,
co2balance,co2balance,http://www.co2balance.com/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brick Rocket,Locally manufactured,,,,,,,,Flat bottom,,,,,600.0/600.0/nan,,For construction manual: https://energypedia.info/index.php/File:GIZ_ROCK_MOULD_ADJUSTMENT_TRAINING_REPORT(2)_(2).pdf,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkawasi Tres Hornillas,Locally manufactured,,,,,,,5.0,,,,,,1200.0/650.0/900.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inkawasi UK,Locally manufactured,,,,,,,5.0,,,,,,1200.0/600.0/900.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firewood Jambar,Locally manufactured,,,,,,,2.0,,,,,,nan/405.0/230.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grihini Unnata Chula,Social Development Organization of Bangladesh,,,,,,,,Both,,3.0-8.0,"Rice, vegetables, meat, fish, water etc.",22.0-28.0,400.0/275.0/210.0,2.5,"SS Steel, MS Sheet, Fan, Battery, Regulator, Charger, Mini-Instant Power Supply (IPS), Pot-stand",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,8.0,5.5,22.0,28.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Charcoal Jambar,Locally manufactured,,,,,,,2.0,,,,,,nan/370.0/320.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Kisasa,Locally manufactured,,,,,,,4.0,Flat bottom,,,,,nan/280.0/170.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multimarmite,Locally manufactured,,,,,,,2.0,,,,,,nan/330.0/270.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nansu Unfired Clay,Locally manufactured,,,,,,,1.0,Round bottom,,,,,nan/260.0/240.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouaga Métallique,Locally manufactured,,,,,,,2.0,,,,,,nan/290.0/230.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fixed One-Pot Rocket Mud,Locally manufactured,,,,,,,2.0,,,,,,nan/500.0/600.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institutional Rocket Stove,Locally manufactured,,,,,,,3.0,,,,,,nan/5240.0/2550.0,,Construction manual: https://energypedia.info/index.php/File:Giz_CIRS_Manual_eng.pdf,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirt,Locally manufactured,,,,,,,5.0,,,,,,nan/700.0/240.0,,Construction manual: https://energypedia.info/index.php/File:Giz_Trainning_Manual_Mirt_stove_081211.pdf,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tikikil,Locally manufactured,,,,,,,2.0,,,,,,nan/330.0/360.0,,Construction manual: https://energypedia.info/index.php/File:GIZ_Manual_for_Production_of_Tikikil_Final_Englisch.pdf,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bang Sue,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,6.2,6.2 - 6.2,1,2002.0,Wood,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,6.2,6.2,6.2,,,,,,,,,,,,
Jiko Chap Chap,Develatech Ltd,http://www.develatech.com/,,,,,,10.0,Both,100.0,1.0-100.0,all,29.0-882.0,,,Sheet steel,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,100.0,50.5,29.0,882.0,455.5,,,,,,,,,,,,,,,,,,,,,,,,
CleanCook South Africa Double Burner (SA2),Dometic (Pty) Ltd.,http://www.dometic.com/enie/International/Site/CleanCook-Alcohol-Fueled-Stoves/CleanCook-product-range/,,,,,,10.0,Both,20.0,5.0-5.0,All types cooked in a pot or frying pan,,655.0/340.0/170.0,4.2,"riveting tool, screwdriver, wrench",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concrete village stove,,,,,,,,2.0,Both,12.0,5.0-12.0,dried beans,12.0-14.0,260.0/250.0/260.0,17.0,Pieces of wire & a little cement,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,12.0,8.5,12.0,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
EzyChar,EzyLife,https://www.facebook.com/pages/Ezy-Life-Kenya/627860773907029,,,,,,3.0,Both,4.0,2.0-8.0,"Rice, beans, stews, meat, fish",25.0-95.0,339.0/232.0/195.0,5.2,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,8.0,5.0,25.0,95.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,
ANSA GREEN,,,,,,,,3.0,Flat bottom,12.0,10.0-30.0,Normal,375.0-650.0,500.0/500.0/550.0,45.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,10.0,30.0,20.0,375.0,650.0,512.5,,,,,,,,,,,,,,,,,,,,,,,,
Okelo Kuc Rural Stove,International Lifeline Fund,http://www.lifelinefund.org/,,,,,,3.0,Both,12.0,5.0-12.0,"rice, beans, cassava, posho",2.0-6.0,nan/340.0/335.0,43.0,"mud, clay, rice husk",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,12.0,8.5,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Okelo Kuc Institutional Stove,International Lifeline Fund,http://www.lifelinefund.org/,,,,,,3.0,Both,400.0,150.0-200.0,"rice, beans, cassava, posho",200.0-500.0,nan/1360.0/1000.0,,"mud, clay, rice husk metal bars",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,150.0,200.0,175.0,200.0,500.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,
Prakti Double Pot Woodstove with Chimney Adapter,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,10.0,6.0-12.0,Any type.,,60.0/24.0/28.0,8.7,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prakti Single Woodstove,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,10.0,6.0-12.0,Any type,,24.0/24.0/26.0,5.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prakti Orka Institutional Stove 40L,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,40.0,30.0-100.0,Any type.,,500.0/500.0/517.0,31.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,30.0,100.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prakti Orka Institutional Stove 80L,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,80.0,60.0-200.0,Any type.,,612.0/612.0/558.0,54.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,60.0,200.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prakti Orka Institutional Stove 200L,Prakti Design,http://praktidesign.com/,,,,,,5.0,Both,200.0,160.0-500.0,Any type.,,833.0/833.0/595.0,78.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,160.0,500.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HotPot,,,,,,,,10.0,Round bottom,3.8,6.0-10.0,"Rice, beans, chicken, cakes, etc.",60.0-150.0,330.0/330.0/220.0,5.4,"HotPot ""Morning Star"" reflector set unfolds easily. Enamel back bowl fits inside pyrex bowl and cover.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,10.0,8.0,60.0,150.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,
Troika TLUD stove,Awamu Biomass Energy Ltd (ABE),http://www.awamu.ug/,,,,,,2.0,Both,10.0,1.0-20.0,"Beans, Posho (ugali), Matooke (bananas), stew",16.0-20.0,300.0/300.0/500.0,3.5,"Sheet metal, wooden handles, rivets, bolts.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,20.0,10.5,16.0,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
Mwoto Quad3.2,Awamu Biomass Energy Ltd (ABE),http://www.awamu.ug/,,,,,,,,,,,15.0-15.0,300.0/300.0/480.0,,The Quad stove is constructed from a Tab and Slot (T&S) principle which gives it advantage of easier transportation and quicker assembly because it is built in to pre-assembled flat packs. The flat packs can be transported in boxes and be assembled into complete stoves at another remote location with minimal Tinsmith experience.,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Tao Payat,Locally manufactured,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharatlaxmi,Appropriate Rural Technology Institute (ARTI),http://www.arti-india.org/,,,,,,,,,,,18.0-18.0,nan/260.0/200.0,,"Sold as a kit (eight insulating cement bricks, to be joined together with metal wires, metallic grate to be placed at the bottom of the firebox, a metal plate to insert in the firebox). The assembled kit to be fitted in a mud/cement platform.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
Samuchit Samruddhi,Appropriate Rural Technology Institute (ARTI),http://www.arti-india.org/,,,,,,,Both,,,,nan-40.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
Sushmanth Smokeless Biomass Stove,,,,,,,,,,,,,440.0-520.0,915.0/915.0/762.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,440.0,520.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Poa,Burn Design Lab,http://www.burndesignlab.org/,,,,,,,,,,,15,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Rapidita,Proleña,http://prolenaecofogon.org/,,,,,,4.0,Both,15.0,3.0-6.0,"arroz, frijoles, tortilla (usando un comal adicional) asados, frituras, etc",10.0-15.0,280.0/280.0/950.0,7.5,"ladrillos de arcilla, lámina acero inoxidable o galvanizada, concreto refractario, piedra poma",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,10.0,15.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,
Mwoto TLUD,Awamu Biomass Energy Ltd (ABE),http://www.awamu.ug/,,,,,,,,,,,14.0-14.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
Isleña,Locally manufactured,,,,,,,,Round bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SolSource,One Earth Designs,http://www.oneearthdesigns.org/,,,,,,10.0,Flat bottom,15.0,nan-12.0,"Boiling, steaming, stewing, grilling, searing, stir-frying. Baking and smoking require special cooking utensils on this stove. Deep frying requires add-on panel kit.",299,,18.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,12.0,12.0,299.0,,299.0,,,,,,,,,,,,,,,,,,,,,,,,
STARIC One Pot Rocket Stove,Locally manufactured,,,,,,,5.0,Both,,1.0-5.0,,,380.0/380.0/450.0,,Ceramic combustion Chamber and Insulation Bricks,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortune Cooker,The Fortune Cooker Sustainable Energies,http://www.thefortunecooker.com/,,,,,,21.0,Both,12.0,1.0-12.0,"Rice, stews,meats, fish, eggs, cakes, bread, teas, potatoes, beans, lentils",50.0-150.0,600.0/300.0/200.0,12.0,"Wood planks or Plywood, Glass Mirrors, screws, hinges.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,50.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,
DK-T5,"Population, Environment and Development Center (PED)",,,,,,,1.0,Both,10.0,3.0-6.0,any,20.0-30.0,330.0/330.0/400.0,5.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,20.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Foladi Duo,My Afghan Mountains,http://www.myafghanmountains.org/,,,,,,2.0,,20.0,1.0-10.0,"Afghan traditional bread, fry food, boiled food",80.0-100.0,,10.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,80.0,100.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,
MBS 9,MBS Serbia,http://www.mbs.rs/,,,,,,15.0,Both,40.0,1.0-12.0,Any kind on on plate or inside oven,,945.0/600.0/740.0,70.0,"Iron, cast iron, ceramics, plastics...85",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inclined Box Type Solar Cooker,Locally manufactured,,,,,,,5.0,Flat bottom,2.0,2.0-3.0,Boiled food,30.0-40.0,900.0/400.0/400.0,10.0,"M.S sheet, aluminium sheet, glass, mirror, M.S pipes etc",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,3.0,2.5,30.0,40.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,
Agni Star Rice Husk Gas Stove,Navdurga Metal Industries (NDMI-Bharat),http://ndmi.co.in,,,,,,,Both,8.0,3.0-8.0,"Rice, pulses, chapatis, veg",110.0-120.0,300.0/300.0/500.0,10.3,"Fabricated Body parts ,Electronic Spares ,DC-Fan & packaging Materials",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,8.0,5.5,110.0,120.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,
